,id,abstract,title,humor
97,1359,"The parasomnias have been identified as a major category of sleep disorders and represent a group of physiologic and behavioral phenomena that occur exclusively during, or are augmented by, the sleeping state. They are commonly encountered in clinical practice and are typically dismissed as ""bumps in the night"" or attributed to psychiatric disease. Despite their often bizarre nature, most are readily explainable, diagnosable, and treatable. Some have formed the basis for art, literature, and folklore. Pertinent references from a wide variety of disciplines have been collected, and a clinical classification of the parasomnias is proposed to assist in the understanding, diagnosis, and management of these fascinating disorders.",Things that go bump in the night: the parasomnias revisited,0.5
98,1364,"In Living Stories (Capps 1997) I addressed the rather broad consensus among clergy and laity alike that gossip is destructive of congregational life, a consensus based on the view that gossip invariably involves negatively critical conversations about other individuals and groups. However, this view is not supported by social scientific research and literary studies on gossip, which present a more complex picture of this form of human communication. On the other hand, the claim that gossip is trivial is more difficult to challenge, so I made a case for the importance of the trivial through consideration of the formal similarities between gossip and the narratives that comprise the Gospels, including the fact that both employ an “esthetic of surfaces” that focuses on specific personal particulars and that the stories that are told derive their power from the freedom that the participants in the conversation gain from entering imaginatively into the life of other persons. The present article furthers the exploration of the affinities between gossip and Gospel narratives by noting the role of humor in fostering good gossip and the mutually supportive role of gossip and humor in the art of becoming an intimate of Jesus.","Gossip, Humor, and the Art of Becoming an Intimate of Jesus",0.25
99,1365,"We explore the relationship between attractiveness and risk taking in chess. We use a large international panel dataset on high-level chess competitions which includes a control for the players’ skill in chess. This data is combined with results from a survey on an online labor market where participants were asked to rate the photos of 626 expert chess players according to attractiveness. Our results suggest that male chess players choose significantly riskier strategies when playing against an attractive female opponent, even though this does not improve their performance. Women's strategies are not affected by the attractiveness of the opponent.",Beauty Queens and Battling Knights: Risk Taking and Attractiveness in Chess,0.25
100,1384,"Forgiveness is considered to play a key role in the maintenance of social relationships, the avoidance of unnecessary conflict, and the ability to move forward with one’s life. But why is it that some people find it easier to forgive and forget than others? In the current study, we explored the supposed relationship between forgiveness and forgetting. In an initial session, 30 participants imagined that they were the victim in a series of hypothetical incidents and indicated whether or not they would forgive the transgressor. Following a standard think/no-think procedure, in which participants were trained to think or not to think about some of these incidents, more forgetting was observed for incidents that had been forgiven following no-think instructions compared with either think or baseline instructions. In contrast, no such forgetting effects emerged for incidents that had not previously been forgiven. These findings have implications for goal-directed forgetting and the relationship between forgiveness and memory.","Forgiving you is hard, but forgetting seems easy: can forgiveness facilitate forgetting?",-0.25
101,1397,"A case is reported of attempted suicide by hammering nails through the skull into the brain. This unique attempt at self-destruction was unsuccessful and the treatment, initially by an untrained first-aider and then by a neurosurgeon, was surprisingly simple. There were no long-term sequelae.",Attempted Suicide or Hitting the Nail on the Head: Case Report,0.5
102,1415,"While college and university students have long been associated with newfound independence, alcohol and unrest, the phenomenon of celebratory rioting, which combines these key elements of student culture, is relatively new. While incidents have occurred since 1985, their recent escalation in size, frequency, and property damages continues to raise public concern in many college and university towns across North America. Research indicates that celebratory riots result from large non-protest related assemblies of mostly students where alcohol is consumed freely, participants spontaneously engage in unruly behaviour, and police intervention invites resistant and aggressive responses from crowd members. However, such outbursts are often difficult to predict since they may emerge from a myriad of possible trigger events. In order to further interpret celebratory rioting, this thesis examines a number of individual-centred and event-centred crowd theories to determine what is known about crowd behaviour. This study concludes that the analysis of a celebratory riot event requires a process-rooted approach, such as the Value-Added model, to account for the situational factors which shape the event’s precursors, transactions and aftermath.  This thesis focuses analytical attention on the annual Queen’s Homecoming Aberdeen street party in Kingston, Ontario which became riotous in 2005. This case study comprised an extensive media content analysis, Queen’s archival research, and direct observation at a number of student focus groups, committee meetings and student gatherings. This ii study, which concludes with an analysis of the non-riotous Homecoming celebrations of 2006, revealed that the riot of 2005 was hardly unique; instead, it followed decades of intermittent student disturbances in the Queen’s student neighbourhood. Furthermore, the 2005 Aberdeen Street riot ultimately parallels the story of so many celebratory riots which have recently occurred and continue to emerge in a number of college and university towns across North America. ",Fight for Your Right to Party: An Exploratory Study of Queen's Homecoming Weekend and the Phenomenon of Student Celebratory Riots,0.0
103,1419,"The Star Wars Scroll Illusion is a dynamic version of the Leaning Tower Illusion. When two copies of a Star-Wars-like scrolling text are placed side by side (with separate vanishing points), the two scrolls appear to head in different directions even though they are physically parallel in the picture plane. Variations of the illusion are shown with one vanishing point, as well as from an inverted perspective where the scrolls appear to originate in the distance. The demos highlight the conflict between the physical lines in the picture plane and perspective interpretation: With two perspective points, the scrolling texts are parallel to each other in the picture plane but not in perspective interpretation; with one perspective point, the texts are not parallel to each other in the picture plane but are parallel to each other in perspective interpretation. The size of the effect is linearly related to the angle of rotation of the scrolls into the third dimension; the Scroll Illusion is stronger than the Leaning Tower Illusion for rotation angles between 35° and 90°. There is no effect of motion per se on the strength of the illusion.",The Star Wars Scroll Illusion,-0.25
104,1425,"The detection and appreciation of humor is a complex cognitive process that remains poorly understood. Although functional neuroimaging studies have begun to map the brain systems involved in humor appreciation, there are virtually no data on the structural correlates between gray matter volume and this capacity. Using voxel-based morphometry, the present study examined the association between gray matter volume and the ability to detect and appreciate humor. Fifty-nine healthy adults aged 18-45 years (30 men) underwent structural MRI and completed the University of Pennsylvania Humor Appreciation Test (HAT). After controlling for age and sex, gray matter volume of the left inferior frontal gyrus, left temporal pole, and left insula correlated positively with the appreciation of visual and verbal humor on the HAT, whereas the gray matter volume of the right inferior frontal gyrus correlated only with verbal humor appreciation scores. There were no negative correlations between gray matter volume and HAT performance. These data support a neurobiological basis for humor appreciation, particularly involving left-hemispheric cortical systems, and further suggest that individual differences in humor appreciation may be related to differences in regional gray matter volume.",A funny thing happened on the way to the scanner: humor detection correlates with gray matter volume,0.5
105,1426,"Disgust is a powerful behavioral adaptation, which confers the advantage of reducing the risk of pathogen infection. However, there are situations in which disgust at core elicitors (e.g., feces) must be modulated in the service of other goals (e.g., caring for a close kin). In Study 1, mothers of infants completed a self-report questionnaire about their reactions to changing their baby's feces-soiled diaper compared with the diaper of someone else's baby. In Study 2, mothers of infants were presented with a series of trials in which they smelled concealed samples of their own baby's feces-soiled diaper and those of someone else's baby. In addition, labels were used to identify the source of the sample (correctly labeled, mislabeled, or no label). Both studies provide evidence suggesting that mothers regard their own baby's fecal smell as less disgusting than that from someone else's baby. Furthermore, labeling had relatively little influence on this effect, and the effect persisted when social desirability was controlled.",My Baby Doesn't Smell as Bad as Yours: The Plasticity of Disgust,0.75
106,1453,"Usability and affective issues of using automatic speech recognition technology to interact with an automated teller machine (ATM) are investigated in two experiments. The first uncovered dialogue patterns of ATM users for the purpose of designing the user interface for a simulated speech ATM system. Applying the Wizard-of-Oz methodology, multiple mapping and word spotting techniques, the speech driven ATM accommodates bilingual users of Bahasa Melayu and English. The second experiment evaluates the usability of a hybrid speech ATM, comparing it with a simulated manual ATM. The aim is to investigate how natural and fun can talking to a speech ATM be for these first-time users. Subjects performed the withdrawal and balance enquiry tasks. The ANOVA was performed on the usability and affective data. The results showed significant differences between systems in the ability to complete the tasks as well as in transaction errors. Performance was measured on the time taken by subjects to complete the task and the number of speech recognition errors that occurred. On the basis of user emotions, it can be said that the hybrid speech system enabled pleasurable interaction. Despite the limitations of speech recognition technology, users are set to talk to the ATM when it becomes available for public use.",Is talking to an automated teller machine natural and fun?,-0.5
107,1457,"Whilst computer-mediated communication (CMC) can benefit users by providing quick and easy communication between those separated by time and space, it can also provide varying degrees of anonymity that may encourage a sense of impunity and freedom from being held accountable for inappropriate online behaviour. As such, CMC is a fertile ground for studying impoliteness, whether it occurs in response to perceived threat (flaming), or as an end in its own right (trolling). Currently, first and second-order definitions of terms such as im/politeness (Brown and Levinson 1987; Bousfield 2008; Culpeper 2008; Terkourafi 2008), in-civility (Lakoff 2005), rudeness (Beebe 1995, Kienpointner 1997, 2008), and etiquette (Coulmas 1992), are subject to much discussion and debate, yet the CMC phenomenon of trolling is not adequately captured by any of these terms.  Following Bousfield (in press), Culpeper (2010) and others, this paper suggests that a definition of trolling should be informed first and foremost by user discussions. Taking examples from a 172-million-word, asynchronous CMC corpus, four interrelated conditions of aggression, deception, disruption, and success are discussed. Finally, a working definition of trolling is presented",Trolling in Asynchronous Computer-Mediated Communication: From User Discussions To Academic Definitions,0.0
108,1490,"Information specifying the future passing distance of an approaching object is available (in units of object size) in the ratio of optical displacement velocity and optical expansion velocity. Despite empirical support for the assumption that object size can serve as a metric in the perception of passing distance, the present series of experiments reveals that in catching a ball subjects do not rely on such ""point-predictive"" information. The angle at which (real and simulated) balls approached the subject systematically affected verbal and manual estimates of future passing distance, as well as the kinematic characteristics of catching movements. To catch a ball, the actor uses momentary action-related information instead of spatiotemporal estimates. The hand velocity is geared to information specifying the currently required velocity. This secures ending up at the right place in the right time, regardless of where this may be.",Catching balls: how to get the hand to the right place at the right time,0.25
109,1609,"Salivary flow rates were measured at rest and after three types of stimulation; odor, Parafilm chewing, and citric acid. The highest flow rate was elicited by citric acid followed by Parafilm and odor, while the lowest flow rate was unstimulated. In order to investigate whether and how the amount of saliva a subject produces influences the sensory ratings, the four types of salivary flow rates were correlated with sensory ratings of three different types of vanilla custard dessert. No significant correlation could be found between any of the salivary flow rates and the sensory ratings. A subject with a larger saliva flow rate during eating did not rate the foods differently from a subject with less saliva flow. The same pattern was seen for all types of stimulation. This finding could indicate that subjects are used to their respective amounts of saliva to such a degree that the differences in sensory ratings between subjects cannot be explained by the interindividual difference in saliva flow rate.",The Relation between Saliva Flow after Different Stimulations and the Perception of Flavor and Texture Attributes in Custard Desserts.,-0.5
110,1611,"Examined similarities and differences between male and female college students with regard to their sport fanship and sport fan behavior. Participants completed a questionnaire designed to assess whether they considered themselves to be sport fans, their sport fan behavior, and their reasons for considering themselves a sport fan. The results show that an equal number of males and females considered themselves to be sport fans, although males identified more strongly with being a fan than females. Males also engaged in more sport fan behavior than females, with the exception of attending sporting events. Females were more likely to report being a sport fan because they attended and watched sporting events with friends and family, while males were more likely to consider themselves to be fans because they played sports and wanted to acquire sports information.",Sex Differences in Sport Fan Behavior and Reasons for Being a Sport Fan.,-0.25
111,1617,"This study measured the frequency of pubic hair transfer between a limited number of consenting heterosexual partners. The results derive from controlled experiments with a number of human subjects rather than forensic casework. Standardized collection procedures were observed, situational variables were tracked. Participants (forensic laboratory employees and their spouses) were six Caucasian couples who collected their pubic hair combings immediately following intercourse. Subjects provided informed consent in accordance with the protocol for human subjects approved by the U.A.B. institutional review board. The experiment was replicated ten times for five couples, and five times for another couple (total n = 110). Transfer frequencies were calculated from instances where foreign (exogenous) hairs were observed. Results showed at least one exogenous pubic hair in 17.3% (19/110) of combings. Transfers to males (23.6%, or 13/55) were more prevalent than transfers to females (10.9%, or 6/55). Only once were transfers observed simultaneously between both male and female. A total of 28 exogenous pubic hairs were identified. Subjects reported intercourse duration of 2-25 min, intervening intervals of 1-240 h, pre-coital bathing intervals of 0.25-24 h, and predominantly missionary position (76%). No clear relationship among these other survey variables was observed. The prevalence of female-to-male pubic hair transfers suggests the importance of collecting pubic hair combings from the male suspects as well as from female victims, provided the time interval is not extreme. Even under these optimum collection conditions, pubic hair transfers were observed only 17.3% of the time.",Frequency of Pubic Hair Transfer During Sexual Intercourse.,0.5
112,1622,"Using the size of CEO signatures in SEC filings to measure individual narcissism, we find that it is associated with several negative firm outcomes. We first validate signature size as a measure of narcissism but not overconfidence using two laboratory studies, and also find that our measure is correlated with employee perceptions of CEO narcissism used in prior research. We then use CEO signatures to study the relation between CEO narcissism, the firm’s investment policies, and firm performance. CEO narcissism is associated with overinvestment, particularly in the form of R&D and M&A expenditures, but not capital expenditures. Firms led by narcissistic CEOs experience lower financial productivity in the form of profitability and operating cash flows. Despite this negative performance, narcissistic CEOs enjoy higher absolute and relative compensation. Our results are robust to several alternative specifications, including controlling for a popular options-based overconfidence measure used in prior research.",Narcissism is a Bad Sign: CEO Signature Size Investment and Performance,0.0
113,1642,"Can dysfunction in neural systems subserving emotion lead, under certain circumstances, to more advantageous decisions? To answer this question, we investigated how normal participants, patients with stable focal lesions in brain regions related to emotion (target patients), and patients with stable focal lesions in brain regions unrelated to emotion (control patients) made 20 rounds of investment decisions. Target patients made more advantageous decisions and ultimately earned more money from their investments than the normal participants and control patients. When normal participants and control patients either won or lost money on an investment round, they adopted a conservative strategy and became more reluctant to invest on the subsequent round; these results suggest that they were more affected than target patients by the outcomes of decisions made in the previous rounds.",Investment Behavior and the Negative Side of Emotion.,-0.5
114,1658,"This study aimed to investigate how singing while driving affects driver performance. Twenty-one participants completed three trials of a simulated drive concurrently while performing a peripheral detection task (PDT); each trial was conducted either without music, with participants listening to music, or with participants singing along to music. It was hypothesised that driving performance and PDT response times would be impaired, and that driver subjective workload ratings would be higher, when participants were singing to music compared to when there was no music or when participants were listening to music. As expected, singing while driving was rated as more mentally demanding, and resulted in slower and more variable speeds, than driving without music. Listening to music was associated with the slowest speeds overall, and fewer lane excursions than the no music condition. Interestingly, both music conditions were associated with slower speed-adjusted PDT response times and significantly less deviation within the lane than was driving without music. Collectively, results suggest that singing while driving alters driving performance and impairs hazard perception while at the same time increasing subjective mental workload. However, singing while driving does not appear to affect driving performance more than simply listening to music. Further, drivers’ efforts to compensate for the increased mental workload associated with singing and listening to music by slowing down appear to be insufficient, as evidenced by relative increases in PDT response times in these two conditions compared to baseline.",A simulator study of the effects of singing on driving performance.,-0.5
115,1660,"The present investigation evaluated the psychometric integrity of the Attitudes to Chocolate Questionnaire, an instrument recently developed to assess various aspects of this specific craving experience. The scale consists of three subscales: Cravings (preoccupation with chocolate); Guilt (negative affect following chocolate consumption); and Function (practical uses for chocolate). A confirmatory factor analysis (n=701) did not support the 3-factor solution, but an exploratory factor analysis identified only 2 stable factors: Craving and Guilt. Internal consistency estimates were high for both subscales, and females scored significantly higher than males on both. In the test of subscale validity and temporal reliability (n=96), the retest correlation after 3 months for both subscales was high (above 0.68; n=47). High Craving scores were associated with high depression and obsession; but low self-esteem and social desirability. High Guilt scores were associated with high anxiety, depression, disordered eating patterns, and obsession; but with low self-esteem. Implications for the diagnosis of eating disorders and directions for future research are discussed.",The Attitudes to Chocolate Questionnaire: A Psychometric Evaluation.,-0.25
116,1666,"Self-objectification theory posits and past research has found that Caucasian women's body image is negatively affected by a stigma of obesity and sociocultural norm of thinness that leads women to self-focus from a critical external perspective. However, research in this area is limited by its methodology and the restricted demographic composition of its study participants. The current study tested 176 men and 224 women of Caucasian, African American, Hispanic, and Asian American descent in a situation that induced a state of self-objectification (e.g., wearing a one-piece Speedo bathing suit) or that served as a control condition (e.g., wearing a sweater). Contrary to previous research, when put in a self-objectifying situation, men and women of every ethnicity experienced negative outcomes (e.g., lower math performance) that parallel those previously found for Caucasian women.","The swimsuit becomes us all: ethnicity, gender, and vulnerability to self-objectification.",0.75
117,1669,"Chopsticks are one of the most simple and popular hand tools ever invented by humans, but have not previously been investigated by ergonomists. Two laboratory studies were conducted in this research, using a randomised complete block design, to evaluate the effects of the length of the chopsticks on the food-serving performance of adults and children. Thirty-one male junior college students and 21 primary school pupils served as subjects for the experiment. The results showed that the food-pinching performance was significantly affected by the length of the chopsticks, and that chopsticks of about 240 and 180 mm long were optimal for adults and pupils, respectively. Based on these findings, the researchers suggested that families with children should provide both 240 and 180 mm long chopsticks. In addition, restaurants could provide 210 mm long chopsticks, considering the trade-offs between ergonomics and cost.",An Investigation for Determining the Optimum Length of Chopsticks,0.0
118,1686,"A good sense of humor is sexually attractive, perhaps because it reveals intelligence, creativity, and other ‘good genes’ or ‘good parent’ traits. If so, intelligence should predict humor production ability, which in turn should predict mating success. In this study, 400 university students (200 men and 200 women) completed measures of abstract reasoning (Raven's Advanced Progressive Matrices), verbal intelligence (the vocabulary subtest of the Multidimensional Aptitude Battery), humor production ability (rated funniness of captions written for three cartoons), and mating success (from the Sexual Behaviors and Beliefs Questionnaire). Structural equation models showed that general and verbal intelligence both predict humor production ability, which in turn predicts mating success, such as lifetime number of sexual partners. Also, males showed higher average humor production ability. These results suggest that the human sense of humor evolved at least partly through sexual selection as an intelligence-indicator.","Humor ability reveals intelligence, predicts mating success, and is higher in males",-0.25
119,1715,"Colonization of roots and soil by arbuscular mycorrhizal (AM) fungi sometimes promotes stomatal conductance (gs) of the host plant, but scientists have had difficulty predicting or manipulating the response. Our objective was to test whether the magnitude of AM influence on gs is related to environmental conditions: irradiance, air temperature or leaf temperature. Stomatal conductances of two groups of uncolonized sorghum plants were compared to gs of plants colonized by Glomus intraradices (Gi) or Gigaspora margarita (Gm) in 31 morning and afternoon periods under naturally varying greenhouse conditions. Stomatal conductance of Gi and Gm plants was often markedly higher than gs of similarly sized nonAM plants. AM promotion of gs was minimal at the lowest irradiances and lowest air and leaf temperatures, but was substantial at intermediate irradiance and temperatures. AM promotion was again low or absent at the highest irradiances and temperatures. Magnitude of AM promotion of gs was not a function of absolute gs. Promotion of gs by Gi and Gm was remarkably similar. Differing phosphorus fertilization did not affect gs.",Mycorrhizal promotion of host stomatal conductance in relation to irradiance and temperature,-0.75
120,1776,"Lipids are involved in a host of biochemical and physiological processes in corals. Therefore, changes in lipid composition reflect changes in the ecology, nutrition, and health of corals. As such, accurate lipid extraction, quantification, and identification is critical to obtain comprehensive insight into a coral's condition. However, discrepancies exist in sample preparation methodology globally, and it is currently unknown whether these techniques generate analogous results. This study compared the two most common sample preparation techniques for lipid analysis in corals: (1) tissue isolation by air-spraying and (2) crushing the coral in toto. Samples derived from each preparation technique were subsequently analysed to quantify lipids and their constituent classes and fatty acids in four common, scleractinian coral species representing three distinct morphotypes (Acropora millepora, Montipora crassotuberculata, Porites cylindrica, and Pocillopora damicornis). Results revealed substantial amounts of organic material, including lipids, retained in the skeletons of all species following air-spraying, causing a marked underestimation of total lipid concentration using this method. Moreover, lipid class and fatty acid compositions between the denuded skeleton and sprayed tissue were substantially different. In particular, the majority of the total triacylglycerol and total fatty acid concentrations were retained in the skeleton (55-69% and 56-64%, respectively). As such, the isolated, sprayed tissue cannot serve as a reliable proxy for lipid quantification or identification in the coral holobiont. The in toto crushing method is therefore recommended for coral sample preparation prior to lipid analysis to capture the lipid profile of the entire holobiont, permitting accurate diagnoses of coral condition.",A comparison of two common sample preparation techniques for lipid and fatty acid analysis in three different coral morphotypes reveals quantitative and qualitative differences,-1.0
121,1783,"We asked how shade tree admixture affects cacao water use in agroforests. In Central Sulawesi, Indonesia, cacao and shade tree sap flux was monitored in a monoculture, in a stand with admixed Gliricidia trees and in a mixture with a multi-species tree assemblage, with both mixtures having similar canopy openness. A Jarvis type sap flux model suggested a distinct difference in sap flux response to changes in vapor pressure deficit and radiation among cacao trees in the individual cultivation systems. We argue that differences originate from stomatal control of transpiration in the monoculture and altered radiation conditions and a different degree of uncoupling of the VPD from the bulk atmosphere inside shaded stands. Probably due to high sap flux variability among trees, these differences however did not result in significantly altered average daily cacao water use rates which were 16 L day−1 in the multi-species assemblage and 22 L day−1 in the other plots. In shaded stands, water use of single cacao trees increased with decreasing canopy gap fraction in the overstory since shading enhanced vegetative growth of cacao fostering transpiration per unit ground area. Estimated transpiration rates of the cacao tree layer were further controlled by stem density and amounted to 1.2 mm day−1 in the monoculture, 2.2 mm day−1 for cacao in the cacao/Gliricidia stand, and 1.1 mm day−1 in the cacao/multi-species stand. The additional transpiration by the shade trees is estimated at 0.5 mm day−1 for the Gliricidia and 1 mm day−1 for the mixed-species cultivation system.",Cacao trees under different shade tree shelter: effects on water use,-1.0
122,1811,"The distribution and abundance of phytoplankton within a sampling grid of 50×103 km2 around Elephant Island were determined from early January to mid-March of 4 successive years, 1990–1993. The number of stations where physical-optical-biological data were obtained from the surface to a maximum of 750 m ranged from 74 in 1990 to 206 in 1993. Contour maps of chlorophyll-a (chl-a) concentrations showed marked mesoscale patchiness that varied from month to month and also interannually. The distribution patterns for chl-a were similar when plotting surface concentrations or integrated values to 100 m. Three major zones could be distinguished that differed in both physical and biological characteristics. Stations in the northwest portion of the grid (Drake Passage waters) and in the southeast portion of the grid (Bransfield Strait waters) showed the most pronounced interannual variations, with phytoplankton biomass and rates of primary production being considerably higher in 1990–91 than in 1992–93. The central portion of the sampling grid, which included the major frontal system north of Elephant Island, showed the smallest interannual variations in both biological and physical parameters and the highest rates of primary production. Phytoplankton biomass and rates of primary production were correlated with depth of the upper mixed layer (UML), which in turn was correlated with the measured wind stress. The mean depth of the UML was 50 m, while the mean depth of the euphotic zone was 90 m. Using the measured mean surface solar irradiance (550 μEinsteins m−2 s−1), the mean irradiance experienced by cells in the UML of 50 m would be around 105 μE m−2 s−1, which is similar to the measured Ik (light saturation) value for photosynthesis (101 μEm−2 s−1). The mean value from all cruises for chl-a in surface waters was 0.7 mg m−3, while the mean rate of primary production was 374 mg Cm−2 day−1.","Variability of phytoplankton distribution and primary production around Elephant Island, Antarctica, during 19901993",-1.0
123,1841,"Sexual selection is the outcome of behavioural interactions within and between the sexes. Numerous studies show how individuals modify their sexual behaviour in response to ecological or social conditions, and such changes may therefore affect the evolutionary outcome of sexual selection. Our study examined the effect of habitat structure on the sexual behaviour of male and female guppies, Poecilia reticulata. We asked whether the ability of males to observe other courting males would affect the rates of male courtship and courtship interference and the sexual responsiveness of females. Specifically, we manipulated visibility using opaque barriers in laboratory aquaria and found that there was less male interference behaviour in aquaria containing visual obstructions than in aquaria without barriers, regardless of whether the male was courting sexually responsive (virgin) or unresponsive (nonvirgin) females. In addition, sexual responsiveness of virgin females to male displays was significantly increased in aquaria with barriers relative to aquaria without barriers. Finally, the display frequency of males courting virgin females was significantly reduced in aquaria with barriers, probably as a result of the females' increased rate of sexual response. Evidently, the barriers impede visibility enough that males are less likely to observe and interfere with the courtship of other males, and therefore, females are less likely to flee or lose interest in a courting male. Ultimately, characteristics of the visual environment could affect females' ability to choose mates and in turn could potentially affect the evolutionary outcome of sexual selection.",The effect of visual obstructions on the sexual behaviour of guppies: the importance of privacy,0.25
124,1850,"The change in the composition of atmospheric deposition as it passes through the forest canopy on two 10-year-old Pinus radiata D. Don forests (Manzanal and Posadero) was studied in the Basque Country, analysing the concentration of different constituents in bulk precipitation and throughfall. The precipitation at the study sites was bimodal with two maxima in the year; one in late spring and another one in late autumn. Posadero had a mean annual precipitation of 1223.6 mm with an interception loss of 27.5% by the forest canopy and Manzanal had a mean annual precipitation of 978.6 mm with the interception loss being 22.2% of it. Constituent concentrations followed a similar seasonal variation, increasing during the summer when precipitation decreases. At both study sites the chemical species analysed in bulk precipitation and throughfall were characterised by the fact that they came from three distinct sources: acidic pollution, marine and terrestrial origin. Concentration of constituents in bulk precipitation in Manzanal was higher than in Posadero, most probably due to the smaller amount of precipitation that falls in this study site. The precipitation at Manzanal had a significantly lower pH than at Posadero. The amounts of sulphate, nitrate-nitrogen, organic nitrogen and protons that fell in the bulk precipitation at Manzanal (the polluted site) were higher than those that fell at Posadero (less polluted site). The concentration of organic nitrogen in the bulk precipitation of the polluted site was significantly related to the hydrocarbon concentration measured in the atmosphere in the nearby town of Muskiz. Throughfall in Manzanal had higher amounts of sulphate, nitrate-nitrogen, calcium, magnesium, sodium, potassium and chloride than in Posadero. This fact suggests that both dry deposition and canopy leaching were an important source of throughfall constituents in Manzanal. The amount of manganese measured in Posadero throughfall was higher than that found in Manzanal throughfall. The pH in the throughfall did not show any significant difference between sites and was significantly higher than in bulk precipitation. Thus, canopies in the study sites seem to be able to neutralise very efficiently the acidic load of bulk deposition. Despite this buffering capacity of the canopies, the soil at Manzanal appeared to be more acidic than at Posadero, probably due to the liberation of protons in the rhizosphere when the neutralising pacity of the canopy is `recharged'. This soil acidification may be leading to a greater solubilization of aluminium in the polluted site which could suffer from cation nutrient deficiencies in the future.",Buffering capacity through cation leaching of Pinus radiata D. Don canopy,-1.0
125,1877,"At the edge of a species range, plants may experience myriad microenvironmental gradients, which may differ and impose strong yet complex selective regimes. We explore these issues using the model organism Arabidopsis thaliana, a native of Europe that has naturalized in North America, which we planted in a common garden field plot in Knoxville, Tennessee and observed across two biotic gradients. We found evidence that directional selection favors increased plant size, consistent with hypotheses of plant responses to novel environments. However, selection differed among plants with fungus gnat larvae damage, aphid damage, and plants that escaped herbivory, evidence that the selective landscape is variable and complex even for quasi-natural field plots. We did not uncover evidence for resistance; however, our results suggest that tolerance of A. thaliana may play an important role for population establishment and persistence in the presence of herbivores in a novel environment. Our findings highlight the variation in one segment of the biotic selective landscape of field environments, as well as the importance of biotic interactions in shaping the success of recently established populations that may be a critical component of post-invasion evolution.",Relationships Between Vegetative and Life History Traits and Fitness in a Novel Field Environment: Impacts of Herbivores,-1.0
126,1944,"Cubic bipartite graphs with girth at least 6 correspond to symmetric combinatorial (v3) configurations. In 1887, Martinetti described a simple construction method which enables one to construct all combinatorial (v3) configurations from a set of so-called irreducible configurations. The result has been cited several times since its publication, both in the sense of configurations and graphs. But after a careful examination, the list of irreducible configurations given by Martinetti has turned out to be incomplete. We will give the description of all irreducible configurations and corresponding graphs, including those which are missing in Martinetti's list.",Irreducible (v3) configurations and graphs,-1.0
127,1949,"The optimization of real scalar functions of quaternion variables, such as the mean square error or array output power, underpins many practical applications. Solutions typically require the calculation of the gradient and Hessian. However, real functions of quaternion variables are essentially nonanalytic, which are prohibitive to the development of quaternion-valued learning systems. To address this issue, we propose new definitions of quaternion gradient and Hessian, based on the novel generalized Hamilton-real (GHR) calculus, thus making a possible efficient derivation of general optimization algorithms directly in the quaternion field, rather than using the isomorphism with the real domain, as is current practice. In addition, unlike the existing quaternion gradients, the GHR calculus allows for the product and chain rule, and for a one-to-one correspondence of the novel quaternion gradient and Hessian with their real counterparts. Properties of the quaternion gradient and Hessian relevant to numerical applications are also introduced, opening a new avenue of research in quaternion optimization and greatly simplified the derivations of learning algorithms. The proposed GHR calculus is shown to yield the same generic algorithm forms as the corresponding real- and complex-valued algorithms. Advantages of the proposed framework are illuminated over illustrative simulations in quaternion signal processing and neural networks.","Optimization in Quaternion Dynamic Systems: Gradient, Hessian, and Learning Algorithms",-1.0
128,1951,"In this paper, we propose a new approach to the analysis and modeling of esophageal manometry (EGM) data to assist the diagnosis of esophageal motility disorders in humans. The proposed approach combines three techniques, namely, wavelet decomposition (WD), nonlinear pulse detection technique (NPDT), and statistical pulse modeling. Specifically, WD is applied to the filtering of the EGM data, which is contaminated with electrocardiography (ECG) artifacts. A new NPDT is applied to the denoised data leading to identification and extraction of diagnostically important information, i.e., esophageal pulses from the respiration artifacts. Such information is used to generate a statistical model that can classify the EGM patterns. The proposed approach is computationally effortless, thus making it suitable for real-time application. Experimental results using measured EGM data of 20 patients, including ten abnormal cases is presented. Comparison of our results with those from existing techniques illustrates the advantages of the proposed approach in terms of accuracy and efficiency.",A New Approach to Analysis and Modeling of Esophageal Manometry Data in Humans,-1.0
129,1953,"High reliability and low latency are critical performance targets in the fifth-generation cellular networks. How does a full-duplex decode-forward relay fare in this context? To answer this question, we analyze the outage and (average) decoding-delay for both joint and sequential sliding window decoding. For comparison, we also analyze decoding delay of backward decoding and consider its existing outage analysis. In our analysis, we consider a block fading channel with full channel state information (CSI) availability at receivers and with limited CSI at transmitters and outage events at both relay and destination and channel variation over different blocks in sliding window decoding. Moreover, by analyzing the asymptotic performance at high SNR, we prove that both joint and sequential decoding achieve a full diversity order of two and derive the coding gain gaps between backward decoding and joint and sequential sliding window decoding. To see the benefits of full-duplex relaying, we also include the performance of half-duplex schemes and conclude that the preferred scheme depends on the rate, outage, and delay requirements for a specific service.",Decoding Delay and Outage Performance Analysis of Full-Duplex Decode-Forward Relaying: Backward or Sliding Window Decoding,-1.0
